,N. parvum,X. sp.,descriptions
PF01493,1,1,GXGXG motif
PF01645,1,1,Conserved region in glutamate synthase
PF04898,1,1,Glutamate synthase central domain
PF14691,1,1,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster"
PF09733,1,1,VEFS-Box of polycomb protein
PF05841,1,1,Apc15p protein
PF10443,1,1,RNA12 protein
PF13279,2,1,Thioesterase-like superfamily
PF06102,1,1,rRNA biogenesis protein RRP36
PF01351,1,1,Ribonuclease HII
PF05935,4,3,Arylsulfotransferase (ASST)
PF13917,2,0,Zinc knuckle
PF08573,1,1,DNA endonuclease activator SAE2/CtIP C-terminus
PF03378,1,1,"CAS/CSE protein, C-terminus"
PF08506,1,1,Cse1
PF02145,1,1,Rap/ran-GAP
PF03542,1,1,Tuberin
PF11864,1,1,Domain of unknown function (DUF3384)
PF08626,1,0,"Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit"
PF12449,1,1,Protein of unknown function (DUF3684)
PF10431,2,3,"C-terminal, D2-small domain, of ClpB protein"
PF02806,1,1,"Alpha amylase, C-terminal all-beta domain"
PF02922,1,1,Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF11779,2,1,Small subunit of serine palmitoyltransferase-like
PF00472,2,3,RF-1 domain
PF03641,1,2,Possible lysine decarboxylase
PF05602,1,1,Cleft lip and palate transmembrane protein 1 (CLPTM1)
PF09430,1,1,"ER membrane protein complex subunit 7, beta-sandwich domain"
PF03572,3,1,Peptidase family S41
PF04588,2,1,Hypoxia induced protein conserved region
PF00887,2,2,Acyl CoA binding protein
PF02366,3,3,Dolichyl-phosphate-mannose-protein mannosyltransferase
PF02815,3,3,MIR domain
PF16192,3,3,C-terminal four TMM region of protein-O-mannosyltransferase
PF09441,1,1,ARS binding protein 2
PF02696,1,0,Protein adenylyltransferase SelO
PF00810,2,2,ER lumen protein retaining receptor
PF13191,6,7,AAA ATPase domain
PF14630,1,1,Origin recognition complex (ORC) subunit 5 C-terminus
PF14087,1,0,Domain of unknown function (DUF4267)
PF01828,3,3,Peptidase A4 family
PF07923,1,1,N1221-like protein
PF11882,1,1,Domain of unknown function (DUF3402)
PF02373,5,4,"JmjC domain, hydroxylase"
PF02375,2,2,jmjN domain
PF13771,2,1,PHD-like zinc-binding domain
PF13832,2,1,PHD-zinc-finger like domain
PF01833,1,1,IPT/TIG domain
PF03992,3,0,Antibiotic biosynthesis monooxygenase
PF08321,1,1,PPP5 TPR repeat region
PF06093,1,1,Spt4/RpoE2 zinc finger
PF08542,2,2,Replication factor C C-terminal domain
PF12929,1,1,Stretch-activated Ca2+-permeable channel component
PF04037,1,1,Domain of unknown function (DUF382)
PF04046,1,1,PSP
PF00690,10,11,"Cation transporter/ATPase, N-terminus"
PF00075,3,4,RNase H
PF01693,1,2,Caulimovirus viroplasmin
PF06747,2,0,CHCH domain
PF16860,1,0,"CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,"
PF13874,1,1,Nucleoporin complex subunit 54
PF08711,3,3,TFIIS helical bundle-like domain
PF04433,4,4,SWIRM domain
PF03381,1,1,LEM3 (ligand-effect modulator 3) family / CDC50 family
PF05572,4,0,Pregnancy-associated plasma protein-A
PF02517,1,1,Type II CAAX prenyl endopeptidase Rce1-like
PF02626,1,0,"Carboxyltransferase domain, subdomain A and B"
PF00044,2,1,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
PF02800,2,1,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"
PF09280,1,1,XPC-binding domain
PF03475,1,2,3-alpha domain
PF01120,2,0,Alpha-L-fucosidase
PF09260,2,1,"Alpha-amylase, domain C"
PF04065,1,1,"Not1 N-terminal domain, CCR4-Not complex component"
PF04153,2,1,NOT2 / NOT3 / NOT5 family
PF02580,1,1,D-Tyr-tRNA(Tyr) deacylase
PF01116,3,2,Fructose-bisphosphate aldolase class-II
PF14833,5,7,NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF00614,3,2,Phospholipase D Active site motif
PF13091,2,4,PLD-like domain
PF16884,3,1,N-terminal domain of oxidoreductase
PF08487,1,2,Vault protein inter-alpha-trypsin domain
PF13757,1,2,Vault protein inter-alpha-trypsin domain
PF04734,1,2,"Neutral/alkaline non-lysosomal ceramidase, N-terminal"
PF17048,1,2,"Neutral/alkaline non-lysosomal ceramidase, C-terminal"
PF05700,1,1,Breast carcinoma amplified sequence 2 (BCAS2)
PF02197,1,1,Regulatory subunit of type II PKA R-subunit
PF10181,1,1,"GPI-GlcNAc transferase complex, PIG-H component"
PF01992,1,0,ATP synthase (C/AC39) subunit
PF07173,2,1,Glycine-rich domain-containing protein-like
PF01204,1,2,Trehalase
PF07492,1,1,Neutral trehalase Ca2+ binding domain
PF01381,1,1,Helix-turn-helix
PF08523,1,1,Multiprotein bridging factor 1
PF09463,1,0,Opy2 protein
PF08587,1,1,Ubiquitin associated domain (UBA)
PF00763,2,2,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
PF01268,1,1,Formate--tetrahydrofolate ligase
PF02882,1,1,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain"
PF10180,1,0,WKF domain
PF03198,4,4,Glucanosyltransferase
PF06658,1,1,Protein of unknown function (DUF1168)
PF01063,5,4,Amino-transferase class IV
PF02338,2,0,OTU-like cysteine protease
PF05724,1,0,Thiopurine S-methyltransferase (TPMT)
PF00923,3,2,Transaldolase/Fructose-6-phosphate aldolase
PF16561,2,1,Glycogen recognition site of AMP-activated protein kinase
PF03981,1,1,Ubiquinol-cytochrome C chaperone
PF03824,1,1,High-affinity nickel-transport protein
PF01282,1,1,Ribosomal protein S24e
PF12855,2,0,ECL1/2/3 zinc binding proteins
PF05544,1,0,Proline racemase
PF00036,7,6,EF hand
PF13202,6,7,EF hand
PF13405,7,5,EF-hand domain
PF13499,8,7,EF-hand domain pair
PF13833,5,7,EF-hand domain pair
PF05739,4,4,SNARE domain
PF00871,1,0,Acetokinase family
PF03928,2,1,Haem degrading protein HbpS-like
PF03435,3,4,Saccharopine dehydrogenase NADP binding domain
PF01780,1,0,Ribosomal L37ae protein family
PF02540,1,1,NAD synthase
PF06246,1,1,Isy1-like splicing family
PF01331,1,1,"mRNA capping enzyme, catalytic domain"
PF03919,1,1,"mRNA capping enzyme, C-terminal domain"
PF01435,2,2,Peptidase family M48
PF12513,1,1,Mitochondrial degradasome RNA helicase subunit C terminal
PF18147,1,1,Suv3 C-terminal domain 1
PF08552,1,0,Inositolphosphorylceramide synthase subunit Kei1
PF01814,1,2,Hemerythrin HHE cation binding domain
PF03130,1,0,PBS lyase HEAT-like repeat
PF01096,3,2,Transcription factor S-II (TFIIS)
PF12765,1,1,HEAT repeat associated with sister chromatid cohesion
PF12830,1,1,Sister chromatid cohesion C-terminus
PF09724,1,0,Sister chromatid cohesion protein Dcc1
PF17114,1,0,Gef2-related medial cortical node protein Nod1
PF09180,1,1,"Prolyl-tRNA synthetase, C-terminal"
PF12051,2,0,Protein of unknown function (DUF3533)
PF02966,1,0,Mitosis protein DIM1
PF03028,1,0,Dynein heavy chain region D6 P-loop domain
PF08385,1,0,"Dynein heavy chain, N-terminal region 1"
PF08393,1,0,"Dynein heavy chain, N-terminal region 2"
PF12774,1,0,Hydrolytic ATP binding site of dynein motor region
PF12775,1,0,P-loop containing dynein motor region
PF12777,1,0,Microtubule-binding stalk of dynein motor
PF12780,1,0,P-loop containing dynein motor region D4
PF12781,1,0,ATP-binding dynein motor region
PF17852,1,0,Dynein heavy chain AAA lid domain
PF18198,1,0,Dynein heavy chain AAA lid domain
PF01103,1,1,Omp85 superfamily domain
PF01465,1,1,GRIP domain
PF16717,1,0,Ribosome-associated complex head domain
PF10785,1,0,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit"
PF12853,1,0,C-terminal of NADH-ubiquinone oxidoreductase 21 kDa subunit
PF16399,1,1,Intron-binding protein aquarius N-terminus
PF00474,3,2,Sodium:solute symporter family
PF08755,1,1,Hemimethylated DNA-binding protein YccV like
PF13369,1,1,Transglutaminase-like superfamily
PF11176,1,1,Translation machinery-associated protein 16
PF02330,1,1,Mitochondrial glycoprotein
PF10361,1,1,Protein of unknown function (DUF2434)
PF13875,1,1,Domain of unknown function (DUF4202)
PF02410,1,1,Ribosomal silencing factor during starvation
PF04981,1,0,NMD3 family
PF04055,5,4,Radical SAM superfamily
PF08608,1,0,Wyosine base formation
PF06314,2,2,Acetoacetate decarboxylase (ADC)
PF00078,1,0,Reverse transcriptase (RNA-dependent DNA polymerase)
PF13420,1,0,Acetyltransferase (GNAT) domain
PF18261,1,0,Rpn9 C-terminal helix
PF07989,1,3,Centrosomin N-terminal motif 1
PF12808,1,0,Micro-tubular organiser Mto1 C-term Mto2-binding region
PF08208,1,1,DNA-directed RNA polymerase I subunit RPA34.5
PF16575,2,2,mRNA cleavage and polyadenylation factor CLP1 P-loop
PF18044,2,2,CCCH-type zinc finger
PF05024,1,1,N-acetylglucosaminyl transferase component (Gpi1)
PF13848,1,2,Thioredoxin-like domain
PF11700,2,2,Vacuole effluxer Atg22 like
PF08638,1,2,Mediator complex subunit MED14
PF08528,2,2,Whi5 like
PF12044,2,1,Putative peptidase family
PF03765,4,5,"CRAL/TRIO, N-terminal domain"
PF02364,2,0,"1,3-beta-glucan synthase component"
PF14288,2,0,"1,3-beta-glucan synthase subunit FKS1, domain-1"
PF07983,2,2,X8 domain
PF00520,4,4,Ion transport protein
PF10906,1,0,MIOREX complex component 7
PF01135,2,2,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF20399,2,2,PH domain
PF20400,2,2,BAR-like domain
PF00571,5,4,CBS domain
PF13716,2,1,Divergent CRAL/TRIO domain
PF08653,1,0,DASH complex subunit Dam1
PF10348,2,2,Domain of unknown function (DUF2427)
PF10355,2,1,Protein of unknown function (Ytp1)
PF03587,1,1,EMG1/NEP1 methyltransferase
PF04114,1,0,"Gaa1-like, GPI transamidase component"
PF01694,4,3,Rhomboid family
PF02996,2,2,Prefoldin subunit
PF10307,1,1,HAD domain family 1 in Swiss Army Knife RNA repair proteins
PF01388,3,4,ARID/BRIGHT DNA binding domain
PF04034,1,0,"Ribosome biogenesis protein, C-terminal"
PF04068,2,0,"Possible Fer4-like domain in RNase L inhibitor, RLI"
PF00790,3,3,VHS domain
PF03127,3,2,GAT domain
PF18308,1,0,N-terminal extension of GAT domain
PF10392,1,1,Golgi transport complex subunit 5
PF00330,4,3,Aconitase family (aconitate hydratase)
PF00694,4,3,Aconitase C-terminal domain
PF04603,1,0,Ran-interacting Mog1 protein
PF04679,3,3,ATP dependent DNA ligase C terminal region
PF08636,1,1,ER protein Pkr1
PF05347,2,4,Complex 1 protein (LYR family)
PF13233,2,2,Complex1_LYR-like
PF05175,3,8,Methyltransferase small domain
PF00152,7,7,"tRNA synthetases class II (D, K and N)"
PF09801,1,1,Integral membrane protein S linking to the trans Golgi network
PF00198,3,1,2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00125,7,4,Core histone H2A/H2B/H3/H4
PF16211,2,1,C-terminus of histone H2A
PF03416,1,0,Peptidase family C54
PF01424,4,3,R3H domain
PF01585,7,6,G-patch domain
PF10263,3,1,SprT-like family
PF17283,1,0,SprT-like zinc ribbon domain
PF04115,1,1,Ureidoglycolate lyase
PF04516,1,1,CP2 transcription factor
PF03062,5,5,"MBOAT, membrane-bound O-acyltransferase family"
PF00538,1,1,linker histone H1 and H5 family
PF12157,1,1,Protein of unknown function (DUF3591)
PF09445,2,1,RNA cap guanine-N2 methyltransferase
PF04495,1,1,GRASP55/65 PDZ-like domain
PF05046,1,0,Mitochondrial large subunit ribosomal protein (Img2)
PF09440,1,1,eIF3 subunit 6 N terminal domain
PF02926,1,1,THUMP domain
PF00338,2,1,Ribosomal protein S10p/S20e
PF03813,1,1,Nrap protein domain 1
PF17403,1,1,Nrap protein PAP/OAS-like domain
PF17404,1,1,Nrap protein domain 3
PF17405,1,1,Nrap protein nucleotidyltransferase domain 4
PF17406,1,1,Nrap protein PAP/OAS1-like domain 5
PF17407,1,1,Nrap protein domain 6
PF12465,1,1,Proteasome beta subunits C terminal
PF12859,1,1,Anaphase-promoting complex subunit 1 WD40 beta-propeller domain
PF20518,1,0,Anaphase-promoting complex subunit 1 middle domain
PF08662,3,2,Eukaryotic translation initiation factor eIF2A
PF06441,4,3,Epoxide hydrolase N terminus
PF00318,1,1,Ribosomal protein S2
PF10249,1,0,NADH-ubiquinone oxidoreductase subunit 10
PF16076,3,1,Acyltransferase C-terminus
PF06687,6,5,SUR7/PalI family
PF01048,7,7,Phosphorylase superfamily
PF10471,1,1,Anaphase-promoting complex APC subunit CDC26
PF04099,2,2,Sybindin-like family
PF04056,2,2,Ssl1-like
PF00890,5,4,FAD binding domain
PF08101,1,1,Meiotically up-regulated protein Msb1/Mug8 domain
PF11338,1,0,Protein of unknown function (DUF3140)
PF03901,3,2,Alg9-like mannosyltransferase family
PF01529,5,4,DHHC palmitoyltransferase
PF07676,2,1,WD40-like Beta Propeller Repeat
PF00705,1,2,"Proliferating cell nuclear antigen, N-terminal domain"
PF02747,1,2,"Proliferating cell nuclear antigen, C-terminal domain"
PF16641,1,1,CLIP1 zinc knuckle
PF04727,1,1,ELMO/CED-12 family
PF11841,1,1,"ELMO, armadillo-like helical domain"
PF16457,1,1,Pleckstrin homology domain
PF00834,1,1,Ribulose-phosphate 3 epimerase family
PF01663,4,3,Type I phosphodiesterase / nucleotide pyrophosphatase
PF05091,1,1,Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
PF12223,2,2,Protein of unknown function (DUF3602)
PF00312,2,1,Ribosomal protein S15
PF08069,1,1,Ribosomal S13/S15 N-terminal domain
PF10287,1,1,"Cell wall protein YJL171C/Tos1, C-terminal"
PF10290,1,1,"Cell wall protein YJL171C/Tos1, N-terminal"
PF04088,1,1,"Peroxin 13, N-terminal region"
PF01876,1,1,RNase P subunit p30
PF09814,1,1,HECT-like Ubiquitin-conjugating enzyme (E2)-binding
PF09924,1,1,"Phosphatidylglycerol lysyltransferase, C-terminal"
PF14027,4,2,Questin oxidase-like
PF03874,2,2,RNA polymerase Rpb4
PF03959,6,7,Serine hydrolase (FSH1)
PF09813,1,0,Cytochrome c oxidase assembly factor 3
PF11935,1,1,Symplekin/PTA1 N-terminal
PF03073,1,1,TspO/MBR family
PF04959,1,1,Arsenite-resistance protein 2
PF12066,1,1,"SERRATE/Ars2, N-terminal domain"
PF13821,2,2,Domain of unknown function (DUF4187)
PF12825,2,2,Domain of unknown function in PX-proteins (DUF3818)
PF12828,2,1,PX-associated
PF08561,1,1,Mitochondrial ribosomal protein L37
PF02045,1,1,CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
PF03215,2,1,Rad17 P-loop domain
PF12423,1,0,Kinesin protein 1B
PF12473,1,0,Kinesin protein
PF16183,1,0,Kinesin-associated
PF02475,1,1,Met-10+ like-protein
PF07228,1,2,Stage II sporulation protein E (SpoIIE)
PF08799,1,2,pre-mRNA processing factor 4 (PRP4) like
PF01111,1,1,Cyclin-dependent kinase regulatory subunit
PF07717,8,9,Oligonucleotide/oligosaccharide-binding (OB)-fold
PF12505,3,3,Protein of unknown function (DUF3712)
PF07034,1,0,Origin recognition complex (ORC) subunit 3 N-terminus
PF06052,1,2,3-hydroxyanthranilic acid dioxygenase
PF18149,1,1,N-terminal helicase PWI domain
PF02516,1,1,Oligosaccharyl transferase STT3 subunit
PF07743,1,1,HSCB C-terminal oligomerisation domain
PF07019,1,0,EMC6
PF12632,1,2,Mysoin-binding motif of peroxisomes
PF05680,1,1,ATP synthase E chain
PF00462,5,4,Glutaredoxin
PF12460,1,1,RNAPII transcription regulator C-terminal
PF14500,1,1,Dos2-interacting transcription regulator of RNA-Pol-II
PF00387,2,4,"Phosphatidylinositol-specific phospholipase C, Y domain"
PF00388,3,5,"Phosphatidylinositol-specific phospholipase C, X domain"
PF10186,1,2,Vacuolar sorting 38 and autophagy-related subunit 14
PF00684,4,3,DnaJ central domain
PF01556,5,4,DnaJ C terminal domain
PF00428,3,3,60s Acidic ribosomal protein
PF01208,1,0,Uroporphyrinogen decarboxylase (URO-D)
PF01624,3,4,MutS domain I
PF00403,3,2,Heavy-metal-associated domain
PF06839,1,0,GRF zinc finger
PF08449,2,2,UAA transporter family
PF00297,1,1,Ribosomal protein L3
PF19326,1,1,AMP deaminase
PF15901,1,1,"Sortilin, neurotensin receptor 3, C-terminal"
PF15902,1,1,"Sortilin, neurotensin receptor 3,"
PF05405,1,1,Mitochondrial ATP synthase B chain precursor (ATP-synt_B)
PF03131,1,1,bZIP Maf transcription factor
PF00829,1,1,Ribosomal prokaryotic L21 protein
PF02270,1,1,"TFIIF, beta subunit HTH domain"
PF17683,1,1,"TFIIF, beta subunit N-terminus"
PF01031,3,3,Dynamin central region
PF02212,2,3,Dynamin GTPase effector domain
PF03879,1,1,Cgr1 family
PF01480,3,3,PWI domain
PF12720,1,1,Protein of unknown function (DUF3807)
PF00855,1,1,PWWP domain
PF05327,1,1,RNA polymerase I specific transcription initiation factor RRN3
PF08825,1,1,E2 binding domain
PF10193,1,1,Telomere length regulation protein
PF08920,1,1,Splicing factor 3B subunit 1
PF04900,2,2,Fcf1
PF01956,1,1,Integral membrane protein EMC3/TMCO1-like
PF06703,1,1,Microsomal signal peptidase 25 kDa subunit (SPC25)
PF01074,1,1,Glycosyl hydrolases family 38 N-terminal domain
PF07748,1,1,Glycosyl hydrolases family 38 C-terminal domain
PF09261,1,1,Alpha mannosidase middle domain
PF17677,1,1,Glycosyl hydrolases family 38 C-terminal beta sandwich domain
PF05191,2,2,"Adenylate kinase, active site lid"
PF13207,3,5,AAA domain
PF07766,1,1,"LETM1-like, RBD"
PF09749,1,1,Uncharacterised conserved protein
PF04912,1,1,Dynamitin
PF00505,6,9,HMG (high mobility group) box
PF08571,1,0,Yos1-like
PF07500,2,2,"Transcription factor S-II (TFIIS), central domain"
PF09340,1,1,Histone acetyltransferase subunit NuA4
PF04045,1,1,"Arp2/3 complex, 34 kD subunit p34-Arc"
PF02787,2,2,"Carbamoyl-phosphate synthetase large chain, oligomerisation domain"
PF00565,2,2,Staphylococcal nuclease homologue
PF01179,7,3,"Copper amine oxidase, enzyme domain"
PF02727,5,2,"Copper amine oxidase, N2 domain"
PF09248,1,0,Domain of unknown function (DUF1965)
PF02102,5,4,Deuterolysin metalloprotease (M35) family
PF14521,5,3,Lysine-specific metallo-endopeptidase
PF00203,2,2,Ribosomal protein S19
PF15458,1,1,Nineteen complex-related protein 2
PF12897,1,3,Aspartate amino-transferase
PF02109,1,1,DAD family
PF03647,1,1,Transmembrane proteins 14C
PF14474,1,1,RTC4-like domain
PF01137,2,2,RNA 3'-terminal phosphate cyclase
PF05189,1,1,"RNA 3'-terminal phosphate cyclase (RTC), insert domain"
PF01883,1,1,Iron-sulfur cluster assembly protein
PF02671,1,1,Paired amphipathic helix repeat
PF08295,1,1,Sin3 family co-repressor
PF16879,1,1,C-terminal domain of Sin3a protein
PF07691,1,2,PA14 domain
PF07970,1,1,Endoplasmic reticulum vesicle transporter
PF13850,1,2,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
PF01483,1,1,Proprotein convertase P-domain
PF12396,1,2,Protein of unknown function (DUF3659)
PF00612,2,3,IQ calmodulin-binding motif
PF01426,3,0,BAH domain
PF13831,1,2,PHD-finger
PF12572,1,1,Protein of unknown function (DUF3752)
PF04147,1,0,Nop14-like family
PF08325,2,3,WLM domain
PF08643,1,2,Fungal family of unknown function (DUF1776)
PF13523,3,1,Acetyltransferase (GNAT) domain
PF17389,2,3,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
PF01249,1,1,Ribosomal protein S21e
PF00250,4,4,Forkhead domain
PF09732,1,1,Cactus-binding C-terminus of cactin protein
PF10312,1,1,Conserved mid region of cactin
PF09302,1,1,"XLF-Cernunnos, XRcc4-like factor, NHEJ component"
PF03463,2,2,eRF1 domain 1
PF03464,2,2,eRF1 domain 2
PF03465,2,2,eRF1 domain 3
PF01670,3,2,Glycosyl hydrolase family 12
PF16495,1,1,SWIRM-associated region 1
PF00766,1,1,Electron transfer flavoprotein FAD-binding domain
PF07885,2,1,Ion channel
PF02728,3,2,"Copper amine oxidase, N3 domain"
PF00975,4,3,Thioesterase domain
PF00782,4,3,"Dual specificity phosphatase, catalytic domain"
PF11987,2,1,Translation-initiation factor 2
PF01213,1,1,Adenylate cyclase associated (CAP) N terminal
PF08603,1,1,Adenylate cyclase associated (CAP) C terminal
PF10433,4,3,Mono-functional DNA-alkylating methyl methanesulfonate N-term
PF04050,1,1,Up-frameshift suppressor 2
PF00298,2,2,"Ribosomal protein L11, RNA binding domain"
PF03946,1,2,"Ribosomal protein L11, N-terminal domain"
PF03839,1,1,Translocation protein Sec62
PF03142,4,4,Chitin synthase
PF08766,3,3,DEK C terminal domain
PF00063,4,4,Myosin head (motor domain)
PF06032,2,1,Protein of unknown function (DUF917)
PF05686,3,2,Glycosyl transferase family 90
PF09324,1,0,Domain of unknown function (DUF1981)
PF12783,3,3,Guanine nucleotide exchange factor in Golgi transport N-terminal
PF16213,2,1,Dimerisation and cyclophilin-binding domain of Mon2
PF20252,1,0,BIG2 C-terminal domain
PF02817,3,1,e3 binding domain
PF05978,3,1,Ion channel regulatory protein UNC-93
PF03764,3,1,"Elongation factor G, domain IV"
PF01661,4,0,Macro domain
PF02550,1,1,Acetyl-CoA hydrolase/transferase N-terminal domain
PF13336,1,1,Acetyl-CoA hydrolase/transferase C-terminal domain
PF05922,2,5,Peptidase inhibitor I9
PF17947,1,0,Four helical bundle domain
PF01119,2,3,"DNA mismatch repair protein, C-terminal domain"
PF08676,1,1,MutL C terminal dimerisation domain
PF13589,3,4,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
PF04471,1,1,Restriction endonuclease
PF11221,1,1,Subunit 21 of Mediator complex
PF16835,1,0,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
PF00773,2,3,RNB domain
PF13638,1,1,PIN domain
PF17215,1,1,S1 domain
PF17216,1,1,Rrp44-like cold shock domain
PF17849,2,2,Dis3-like cold-shock domain 2 (CSD2)
PF12716,1,1,Nuclear pore assembly and biogenesis
